fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Steve Erceg,1995-07-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,"flyweight, bantamweight",10,NA,16,NA,7,16,8,5,1 KO 0 Sub 4 Dec,3,1 KO 0 Sub 2 Dec,2,3,2,3.8,2997,2997,2914,2023-06-10,W - David Dvorak,2026-05-02,W - Tim Elliott,2026-07-25,Ramazan Temirov
Jean Matsumoto,1999-09-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,NA,16,NA,16,16,5,3,0 KO 1 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,2,0,6,2994,2994,2879,2024-04-06,W - Dan Argueta,2026-02-07,L - Farid Basharat,2026-06-27,Bekzat Almakhan
Neil Magny,1987-08-03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,5,16,37,24,7 KO 3 Sub 14 Dec,13,4 KO 6 Sub 3 Dec,-1,7,5,4.7,2994,3291,2920,2013-02-23,W - Jon Manley,2025-12-13,L - Yaroslav Amosov,NA,NA
Mairon Santos,2000-06-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, featherweight",16,NA,16,NA,16,16,4,4,2 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,4,4,0,7.2,2993,2993,2764,2024-08-24,W - Kaan Ofli,2025-12-06,W - Muhammad Naimov,NA,NA
Dustin Jacoby,1988-04-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,NA,16,NA,13,16,17,10,7 KO 0 Sub 3 Dec,6,1 KO 1 Sub 4 Dec,3,4,3,7,2992,3073,2754,2011-10-29,L - Clifford Starks,2026-02-07,W - Julius Walker,NA,NA
Tyrell Fortune,1990-07-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,9,NA,16,NA,9,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,9,2992,2992,3024,2026-03-28,W - Marcin Tybura,2026-03-28,W - Marcin Tybura,2026-07-25,Rizvan Kuniev
Abus Magomedov,1990-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Germany, Russia",male,middleweight,16,NA,16,NA,14,16,7,4,1 KO 1 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,-1,3,1,5.6,2991,3091,2941,2022-09-03,W - Dustin Stoltzfus,2025-10-04,L - Joe Pyfer,2026-06-27,Michal Oleksiejczuk
Carlos Leal,1994-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,1,1,0,8.8,2990,3010,2915,2024-10-26,L - Rinat Fakhretdinov,2026-02-21,W - Chidi Njokuani,NA,NA
Curtis Blaydes,1991-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,7,NA,16,NA,2,16,21,14,8 KO 0 Sub 6 Dec,6,5 KO 0 Sub 1 Dec,-1,4,5,3.5,2989,3343,2979,2016-04-10,L - Francis Ngannou,2026-04-11,L - Josh Hokit,NA,NA
Patricio Freire,1987-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,11,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,4.3,2988,3122,3040,2025-04-12,L - Yair Rodriguez,2026-04-11,L - Aaron Pico,NA,NA
Nursulton Ruziboev,1993-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Uzbekistan,male,middleweight,16,NA,16,NA,16,16,5,4,3 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,2,2,1,5.2,2986,2986,2769,2023-07-01,W - Brunno Ferreira,2025-05-17,W - Dustin Stoltzfus,2026-06-27,Andrey Pulyaev
Ramazan Temirov,1997-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Uzbekistan,male,flyweight,16,NA,16,NA,13,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,8,2985,2985,2855,2024-10-12,W - CJ Vergara,2025-03-01,W - Charles Johnson,2026-07-25,Steve Erceg
Jamahal Hill,1991-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,6,NA,16,NA,-1,13,11,6,4 KO 0 Sub 2 Dec,4,3 KO 0 Sub 1 Dec,-3,4,4,2.8,2985,3258,2981,2020-01-25,W - Darko Stosic,2025-06-21,L - Khalil Rountree Jr.,NA,NA
Jasmine Jasudavicius,1989-03-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Lithuania",female,women's flyweight,7,NA,16,NA,5,16,12,9,0 KO 3 Sub 6 Dec,3,1 KO 0 Sub 2 Dec,1,5,3,7.2,2985,2996,2751,2022-01-22,W - Kay Hansen,2026-04-18,W - Karine Silva,2026-08-15,Erin Blanchfield
Raul Rosas Jr.,2004-10-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,bantamweight,12,NA,16,NA,12,16,7,6,1 KO 2 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,5,5,3,4.9,2982,2982,2625,2022-12-10,W - Jay Perrin,2026-03-07,W - Rob Font,NA,NA
David Onama,1994-06-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Uganda,male,"featherweight, lightweight",14,NA,16,NA,13,16,9,6,2 KO 1 Sub 3 Dec,3,1 KO 0 Sub 2 Dec,-1,4,3,5.1,2981,3068,2775,2021-10-23,L - Mason Jones,2025-11-01,L - Steve Garcia,NA,NA
Gillian Robertson,1995-05-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,female,women's strawweight,5,NA,16,NA,5,16,20,14,3 KO 7 Sub 4 Dec,6,1 KO 1 Sub 4 Dec,5,5,2,8.6,2981,2981,2640,2017-12-01,W - Emily Whitmire,2026-03-14,W - Amanda Lemos,2026-08-15,Mackenzie Dern
Aleksandar Rakic,1992-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Austria, Serbia",male,"heavyweight, light heavyweight",15,NA,16,NA,2,16,11,6,2 KO 0 Sub 4 Dec,5,3 KO 0 Sub 2 Dec,-4,4,1,5.2,2971,3216,3018,2017-09-02,W - Francimar Barroso,2025-10-25,L - Azamat Murzakanov,2026-08-01,Marcin Tybura
Punahele Soriano,1992-11-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,11,7,4 KO 0 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,4,4,1,6.8,2970,2970,2716,2019-12-14,W - Oskar Piechota,2026-02-21,W - Ramiz Brahimaj,NA,NA
Rose Namajunas,1992-06-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Lithuania, United States",female,women's flyweight,5,NA,14,NA,-1,2,19,12,2 KO 3 Sub 7 Dec,7,1 KO 1 Sub 5 Dec,-1,3,6,2.4,2968,3120,2871,2014-12-12,L - Carla Esparza,2026-01-24,L - Natalia Silva,NA,NA
Tagir Ulanbekov,1991-08-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,flyweight,13,NA,16,NA,10,16,8,6,0 KO 2 Sub 4 Dec,2,0 KO 1 Sub 1 Dec,-1,4,0,10.2,2967,3037,2752,2020-10-10,W - Bruno Gustavo da Silva,2025-11-22,L - Kyoji Horiguchi,NA,NA
Chris Duncan,1993-05-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, Scotland",male,lightweight,16,NA,16,NA,16,16,8,6,0 KO 3 Sub 3 Dec,2,0 KO 2 Sub 0 Dec,-1,4,2,6.8,2967,3040,2794,2023-03-18,W - Omar Morales,2026-04-04,L - Renato Moicano,NA,NA
Marlon Vera,1992-12-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ecuador,male,bantamweight,10,NA,16,NA,3,16,26,15,7 KO 4 Sub 4 Dec,11,0 KO 0 Sub 11 Dec,-4,5,8,5.4,2963,3283,2848,2014-11-15,L - Marco Beltran,2026-02-28,L - David Martinez,NA,NA
Michael Chandler,1986-04-24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,4,16,8,2,2 KO 0 Sub 0 Dec,6,3 KO 1 Sub 2 Dec,-4,1,5,2.9,2960,3230,3266,2021-01-23,W - Dan Hooker,2026-06-14,L - Mauricio Ruffy,NA,NA
Nurullo Aliev,2000-12-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Tajikistan,male,lightweight,16,NA,16,NA,16,16,3,3,0 KO 0 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,3,3,0,12.3,2956,2956,2771,2023-02-25,W - Rafael Alves,2025-11-22,W - Shem Rock,2026-07-25,Mike Davis
Saygid Izagakhmaev,1994-09-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,8,2953,2953,2961,2025-11-22,L - Nicolas Dalby,2025-11-22,L - Nicolas Dalby,NA,NA
Ethyn Ewing,1998-02-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,NA,16,NA,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,6.5,2953,2953,2967,2025-11-15,W - Malcolm Wellmaker,2026-04-04,W - Rafael Estevam,2026-07-11,Farid Basharat
Marcus McGhee,1990-05-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,15,NA,16,NA,12,16,6,5,2 KO 1 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,1,4,3,6.5,2951,2951,2790,2023-04-29,W - Journey Newson,2026-06-06,W - John Yannis,NA,NA
Edmen Shahbazyan,1997-11-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Armenia, United States",male,middleweight,16,NA,16,NA,9,16,15,9,6 KO 1 Sub 2 Dec,6,3 KO 1 Sub 2 Dec,-1,4,3,5.7,2951,2981,2817,2018-11-30,W - Darren Stewart,2026-06-06,L - Brendan Allen,NA,NA
Michal Oleksiejczuk,1995-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,middleweight,16,NA,16,NA,16,16,18,10,8 KO 0 Sub 2 Dec,7,0 KO 5 Sub 2 Dec,3,3,5,6.6,2948,2948,2807,2017-12-30,NC - Khalil Rountree Jr.,2026-02-07,W - Marc-Andre Barriault,2026-06-27,Abus Magomedov
Alonzo Menifield,1987-10-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,14,NA,16,NA,11,16,18,11,5 KO 2 Sub 4 Dec,6,4 KO 0 Sub 2 Dec,1,2,3,6.1,2948,3021,2780,2019-01-19,W - Vinicius Moreira,2026-05-30,W - Zhang Mingyang,NA,NA
Diego Ferreira,1985-01-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,8,16,17,10,5 KO 2 Sub 3 Dec,7,4 KO 0 Sub 3 Dec,-2,6,7,6.3,2946,3246,2911,2014-06-28,W - Colton Smith,2025-09-13,L - Alexander Hernandez,2026-08-08,Billy Quarantillo
Brunno Ferreira,1992-11-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,15,16,9,6,3 KO 2 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-1,3,2,7.2,2946,3007,2858,2023-01-21,W - Gregory Rodrigues,2026-03-07,L - Gregory Rodrigues,2026-06-27,Ikram Aliskerov
Yan Xiaonan,1989-06-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,female,women's strawweight,4,NA,12,NA,1,8,13,9,1 KO 0 Sub 8 Dec,4,1 KO 0 Sub 3 Dec,-1,6,1,5.3,2946,3039,2742,2017-11-25,W - Kailin Curran,2025-04-12,L - Virna Jandiroba,NA,NA
Roman Kopylov,1992-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,14,16,12,7,5 KO 0 Sub 2 Dec,5,0 KO 2 Sub 3 Dec,1,4,3,6.2,2945,2988,2838,2019-11-09,L - Karl Roberson,2026-05-09,W - Marco Tulio,NA,NA
Joseph Morales,1994-08-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,14,16,5,3,0 KO 3 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,2,2,1,9.4,2943,2943,2729,2017-08-05,W - Roberto Sanchez,2025-11-08,W - Matt Schnell,NA,NA
Manoel Sousa,1997-06-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,10,2942,2942,2644,2026-03-14,W - Bolaji Oki,2026-03-14,W - Bolaji Oki,NA,NA
Daniil Donchenko,2001-08-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ukraine,male,welterweight,16,NA,16,NA,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10.5,2941,2941,2620,2025-09-13,W - Rodrigo Sezinando,2026-02-07,W - Alex Morono,2026-06-27,Theodor Berggren
Chris Padilla,1995-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,5,4,2 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,0,4,0,7.6,2940,2957,2812,2024-04-27,W - James Llontop,2026-04-11,D - MarQuel Mederos,NA,NA
Joselyne Edwards,1995-09-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Panama,female,women's bantamweight,3,NA,16,NA,3,16,13,9,2 KO 2 Sub 5 Dec,4,0 KO 0 Sub 4 Dec,5,5,1,8.9,2938,2938,2551,2021-01-16,W - Yanan Wu,2026-04-25,W - Norma Dumont,NA,NA
Raquel Pennington,1988-09-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",female,women's bantamweight,2,NA,13,NA,-1,5,19,13,0 KO 3 Sub 10 Dec,6,1 KO 0 Sub 5 Dec,-1,6,1,5.3,2936,2989,2649,2013-11-30,W - Roxanne Modafferi,2024-10-05,L - Julianna Pena,NA,NA
Davey Grant,1985-12-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,bantamweight,16,NA,16,NA,16,16,16,9,3 KO 1 Sub 5 Dec,7,0 KO 4 Sub 3 Dec,1,3,6,7,2935,3022,2736,2013-11-30,L - Chris Holdsworth,2026-04-25,W - Juan Martinetti,NA,NA
Gunnar Nelson,1988-07-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Iceland,male,welterweight,16,NA,16,NA,8,16,16,10,0 KO 8 Sub 2 Dec,6,1 KO 0 Sub 5 Dec,-1,4,5,3.3,2935,3115,2888,2012-09-29,W - DaMarques Johnson,2025-03-22,L - Kevin Holland,NA,NA
Kaue Fernandes,1995-03-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,3,3,1,10,2933,2933,2700,2023-11-04,L - Marc Diakiese,2025-09-06,W - Harry Hardwick,NA,NA
Denise Gomes,1999-12-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,13,NA,16,NA,12,16,8,6,3 KO 0 Sub 3 Dec,2,0 KO 0 Sub 2 Dec,4,4,2,9.2,2933,2933,2660,2022-09-17,L - Loma Lookboonmee,2025-11-08,W - Tecia Pennington,NA,NA
King Green,1986-09-09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,7,16,30,16,4 KO 3 Sub 9 Dec,12,5 KO 1 Sub 6 Dec,3,4,8,5.1,2932,3149,2863,2013-02-02,W - Jacob Volkmann,2026-05-09,W - Jeremy Stephens,2026-07-11,Terrance McKinney
Jim Miller,1983-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,4,16,47,28,6 KO 14 Sub 8 Dec,18,2 KO 3 Sub 13 Dec,1,7,16,5.4,2929,3077,2781,2008-10-18,W - David Baron,2026-05-09,W - Jared Gordon,NA,NA
Li Jingliang,1988-03-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,welterweight,16,NA,16,NA,11,16,18,11,8 KO 0 Sub 3 Dec,7,1 KO 2 Sub 4 Dec,-2,4,7,5.6,2926,3095,2762,2014-05-24,W - David Michaud,2024-08-17,L - Carlos Prates,NA,NA
Elijah Smith,2002-09-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,3,3,1 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,9,2925,2925,2721,2025-02-15,W - Vince Morales,2026-03-14,W - SuYoung You,NA,NA
Sam Patterson,1996-04-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,welterweight,16,NA,16,NA,16,16,6,4,2 KO 2 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-1,4,0,8,2924,2949,2748,2023-03-18,L - Yanal Ashmouz,2026-03-21,L - Michael Page,NA,NA
Nazim Sadykhov,1994-05-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Azerbaijan, United States",male,lightweight,16,NA,16,NA,16,16,6,4,3 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,2,4,6.5,2923,2997,2774,2023-02-18,W - Evan Elder,2025-12-06,L - Fares Ziam,2026-06-27,Matheus Camilo
Lerryan Douglas,1995-04-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,4,2922,2922,2891,2026-03-28,W - Julian Erosa,2026-03-28,W - Julian Erosa,NA,NA
Drew Dober,1988-10-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,13,16,27,15,11 KO 1 Sub 3 Dec,11,3 KO 4 Sub 4 Dec,2,3,10,6.2,2920,3093,2750,2013-11-30,L - Sean Spencer,2026-03-07,W - Michael Johnson,NA,NA
Jacobe Smith,1996-01-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, welterweight",16,NA,16,NA,16,16,3,3,2 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,8.3,2918,2918,2789,2025-01-11,W - Preston Parsons,2026-02-21,W - Josiah Harrell,2026-07-18,Kevin Holland
Baisangur Susurkaev,2001-01-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,16,16,3,3,1 KO 2 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,0,10.3,2918,2918,2636,2025-08-16,W - Eric Nolan,2026-05-09,W - Djorden Santos,NA,NA
Maycee Barber,1998-05-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,6,NA,15,NA,4,14,13,10,4 KO 0 Sub 6 Dec,3,1 KO 0 Sub 2 Dec,-1,7,1,5,2916,3059,2709,2018-11-10,W - Hannah Cifers,2026-03-28,L - Alexa Grasso,NA,NA
William Gomis,1997-06-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,featherweight,16,NA,16,NA,16,16,7,5,1 KO 0 Sub 4 Dec,2,0 KO 0 Sub 2 Dec,-1,4,0,6.3,2915,2972,2836,2022-09-03,W - Jarno Errens,2026-05-09,L - Pat Sabatini,NA,NA
Mario Pinto,1998-03-14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Portugal,male,heavyweight,16,NA,16,NA,16,16,3,3,2 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,6.3,2915,2915,2662,2025-03-01,W - Austen Lane,2026-03-21,W - Felipe Franco,NA,NA
Kai Kamaka III,1995-01-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,NA,16,NA,16,16,5,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,1,1,1,8.8,2915,2915,2611,2020-08-15,W - Tony Kelley,2026-04-04,W - Dakota Hope,2026-07-11,Luke Riley
Esteban Ribovics,1996-04-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,lightweight,16,NA,16,NA,16,16,7,4,1 KO 0 Sub 3 Dec,3,0 KO 1 Sub 2 Dec,-1,3,3,7.6,2914,2948,2873,2023-03-04,L - Loik Radzhabov,2026-04-11,L - Mateusz Gamrot,2026-08-15,Edson Barboza
Jeremiah Wells,1986-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,7,5,2 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,1,4,1,8.1,2914,2960,2846,2021-06-26,W - Warlley Alves,2025-11-01,W - Themba Gorimbo,2026-08-15,Myktybek Orolbai
MarQuel Mederos,1996-11-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,4,3,0 KO 0 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,0,3,0,11.8,2913,2913,2726,2024-02-03,W - Landon Quinones,2026-04-11,D - Chris Padilla,NA,NA
Alex Perez,1992-03-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,11,NA,16,NA,4,16,15,8,4 KO 2 Sub 2 Dec,6,2 KO 3 Sub 1 Dec,0,3,3,6.5,2910,3031,2872,2017-12-09,W - Carls John de Tomas,2026-05-30,NC - Sumudaerji,NA,NA
Jonathan Martinez,1994-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,10,16,15,10,4 KO 0 Sub 6 Dec,5,1 KO 0 Sub 4 Dec,-2,6,3,6.6,2910,3195,2770,2018-10-27,L - Andre Soukhamthath,2024-11-16,L - Marcus McGhee,NA,NA
Brandon Royval,1992-08-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,4,NA,16,NA,1,16,12,7,1 KO 3 Sub 3 Dec,5,2 KO 1 Sub 2 Dec,-2,3,6,4.2,2908,3077,2950,2020-05-30,W - Tim Elliott,2025-12-13,L - Manel Kape,2026-07-11,Lone'er Kavanagh
Vitor Petrino,1997-08-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,15,16,9,7,2 KO 2 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,3,4,3,5.9,2908,3030,2723,2023-03-11,W - Anton Turkalj,2026-03-14,W - Steven Asplund,NA,NA
Valter Walker,1997-12-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Russia",male,heavyweight,14,NA,16,NA,13,16,5,4,0 KO 4 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,4,4,2,8.6,2908,2908,2628,2024-04-06,L - Lukasz Brzeski,2025-10-25,W - Louie Sutherland,2026-07-25,Thomas Petersen
Amir Albazi,1993-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Iraq, Sweden",male,flyweight,7,NA,16,NA,2,16,7,5,1 KO 2 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-2,5,0,5.4,2907,3002,2881,2020-07-18,W - Malcolm Gordon,2026-02-07,L - Kyoji Horiguchi,NA,NA
Gabriel Santos,1996-11-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,16,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,2,2,0,7.2,2906,2906,2833,2023-03-18,L - Lerone Murphy,2025-02-08,W - Jack Jenkins,NA,NA
JunYong Park,1991-02-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,middleweight,16,NA,16,NA,16,16,13,9,0 KO 3 Sub 6 Dec,4,1 KO 1 Sub 2 Dec,-1,4,1,6.4,2906,2993,2755,2019-08-31,L - Anthony Hernandez,2025-10-25,L - Ikram Aliskerov,NA,NA
Chepe Mariscal,1992-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,6,5,1 KO 0 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,-1,5,1,6.8,2905,2987,2797,2023-06-24,W - Trevor Peek,2025-11-15,L - Pat Sabatini,NA,NA
Rodrigo Vera,1995-10-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,featherweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,12,2905,2905,2695,2026-05-30,W - Zhu Kangjie,2026-05-30,W - Zhu Kangjie,NA,NA
Tracy Cortez,1993-12-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",female,women's flyweight,8,NA,16,NA,8,16,8,6,0 KO 0 Sub 6 Dec,2,0 KO 1 Sub 1 Dec,-1,5,0,8.1,2903,2950,2767,2019-11-16,W - Vanessa Melo,2025-11-15,L - Erin Blanchfield,2026-07-11,Wang Cong
Jose Delano,1996-09-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,6,2903,2903,2850,2026-04-04,W - Robert Ruchala,2026-04-04,W - Robert Ruchala,NA,NA
